	City	iso_code	Timezone
3161	Kish Island	IR	3.5
3162	Bandar Lengeh	IR	3.5
3163	Khark Island	IR	3.5
3164	Siri Island	IR	3.5
3165	Lavan Island	IR	3.5
3166	Bakhtaran	IR	3.5
3167	Sanandaj	IR	3.5
3168	Daran	IR	3.5
3169	Esfahan	IR	3.5
3170	Kashan	IR	3.5
3172	Sepah	IR	3.5
3173	Rasht	IR	3.5
3174	Arak	IR	3.5
3175	Abe-ali	IR	3.5
3176	Kushke Nosrat	IR	3.5
3177	Teheran	IR	3.5
3180	Ghazvin	IR	3.5
3181	Khoram Dareh	IR	3.5
3182	Bandar Abbas	IR	3.5
3183	Jiroft	IR	3.5
3184	Kerman	IR	3.5
3186	Gheshm I.	IR	3.5
3187	Sirjan	IR	3.5
3188	Birjand	IR	3.5
3189	Sarakhs	IR	3.5
3190	Emam Shahr	IR	3.5
3191	Tabas	IR	3.5
3192	Kalaleh	IR	3.5
3193	Ramsar	IR	3.5
3194	Fasa	IR	3.5
3195	Jahrom	IR	3.5
3196	Lamerd	IR	3.5
3197	Shiraz	IR	3.5
3198	Khoy	IR	3.5
3199	Tabriz	IR	3.5
3200	Zanjan	IR	3.5
3201	Yazd	IR	3.5
3202	Zabol	IR	3.5
3203	Chah Bahar	IR	3.5
3204	Zahedan	IR	3.5
3205	Iran Shahr	IR	3.5
3206	Saravan	IR	3.5
3207	Tehran	IR	3.5
3208	Mashhad	IR	3.5
3209	Khorram Abad	IR	3.5
3210	Bam	IR	3.5
3211	Rafsanjan	IR	3.5
3212	Bojnourd	IR	3.5
3213	Sabzevar	IR	3.5
3214	Noshahr	IR	3.5
3215	Dasht-e-naz	IR	3.5
3216	Lar	IR	3.5
3217	Ardabil	IR	3.5
3218	Uromiyeh	IR	3.5
3219	Maragheh	IR	3.5
3220	Gorgan	IR	3.5
3221	Ilam	IR	3.5
3222	Parsabad	IR	3.5
3223	Shahre Kord	IR	3.5
3224	Hamadan	IR	3.5
3225	Khalije Fars	IR	3.5
3226	Yasuj	IR	3.5
3230	Amman	JO	2
3232	Aqaba	JO	2
3233	Hotel Four	JO	2
3234	Mafraq	JO	2
3235	Kuwait	KW	3
3238	Beirut	LB	2
3239	Kleiat	LB	2
3241	Abu Dhabi	AE	4
3243	Al Hamra	AE	4
3244	Jebel Dhana	AE	4
3246	Arzana	AE	4
3247	Das Island	AE	4
3248	Zirku	AE	4
3249	Dubai	AE	4
3250	Fujeirah	AE	4
3251	Ras Al Khaimah	AE	4
3252	Sharjah	AE	4
3253	Al Ain	AE	4
3254	Minhad AB	AE	4
3256	Sir Bani Yas Island	AE	4
3257	Clarksville	AE	-5
3258	Khasab	OM	4
3259	Masirah	OM	4
3260	Muscat	OM	4
3261	Salalah	OM	4
3262	Thumrait	OM	4
3263	Sohar	OM	4
3264	Bhagtanwala	PK	5
3265	Faisalabad	PK	5
3266	Gwadar	PK	5
3267	Gilgit	PK	5
3268	Jacobsbad	PK	5
3269	Karachi	PK	5
3270	Lahore	PK	5
3272	Mangla	PK	5
3273	Muzaffarabad	PK	5
3274	Mianwali	PK	5
3275	Moenjodaro	PK	5
3277	Multan	PK	5
3278	Nawabshah	PK	5
3279	Okara	PK	5
3280	Panjgur	PK	5
3281	Pasni	PK	5
3282	Peshawar	PK	5
3283	Qasim	PK	5
3284	Quetta	PK	5
3285	Rahim Yar Khan	PK	5
3286	Islamabad	PK	5
3287	Risalpur	PK	5
3288	Rawala Kot	PK	5
3289	Sukkur	PK	5
3290	Saidu Sharif	PK	5
3291	Sui	PK	5
3292	Talhar	PK	5
3293	Wana	PK	5
3294	Zhob	PK	5
3295	Bannu	PK	5
3296	Bahawalpur	PK	5
3297	Chitral	PK	5
3298	Dalbandin	PK	5
3299	Dera Ghazi Khan	PK	5
3300	Dera Ismael Khan	PK	5
3301	Jiwani	PK	5
3302	Hyderabad	PK	5
3303	Khuzdar	PK	5
3304	Ormara Raik	PK	5
3305	Parachinar	PK	5
3306	Skardu	PK	5
3307	Sehwan Sharif	PK	5
3308	Turbat	PK	5
3309	Sialkot	PK	5
3310	Sindh	PK	5
3316	Basrah	IQ	3
3317	Erbil	IQ	3
3318	Baghdad	IQ	3
3319	Al Asad	IQ	3
3320	Al Taqaddum	IQ	3
3321	Al Bakr	IQ	3
3322	Sulaymaniyah	IQ	3
3323	Kirkuk	IQ	3
3324	Najaf	IQ	3
3325	Mosul	IQ	3
3326	Nasiriyah	IQ	3
3332	Aleppo	SY	2
3333	Damascus	SY	2
3334	Deire Zor	SY	2
3335	Latakia	SY	2
3336	Palmyra	SY	2
3337	Kamishly	SY	2
3338	Doha	QA	3
3341	Saipan	MP	10
3342	West Tinian	MP	10
3343	Andersen	GU	10
3344	Agana	GU	10
3345	Majuro	MH	12
3346	Kwajalein	MH	12
3348	Kili Island	MH	12
3349	Utirik Island	MH	12
3350	Mili Island	MH	12
3351	Eniwetok Atoll	MH	12
3352	Ujae Atoll	MH	12
3353	Chuuk	FM	10
3354	Pohnpei	FM	11
3355	Kosrae	FM	11
3356	Yap	FM	10
3357	Babelthuap	PW	9
3358	Kinmen	TW	8
3359	Pingtung	TW	8
3360	Longtang	TW	8
3361	Fengnin	TW	8
3362	Green Island	TW	8
3363	Kaohsiung	TW	8
3364	Chiayi	TW	8
3365	Lanyu	TW	8
3366	Taichung	TW	8
3367	Tainan	TW	8
3368	Hsinchu	TW	8
3369	Makung	TW	8
3370	Taitung	TW	8
3372	Taipei	TW	8
3374	Wang An	TW	8
3375	Hualien	TW	8
3376	Matsu Islands	TW	8
3377	Hengchun	TW	8
3380	Taoyuan	TW	8
3382	Tokyo	JP	9
3383	Matsumoto	JP	9
3384	Ibaraki	JP	9
3385	Minami Tori Shima	JP	9
3386	Iwojima	JP	9
3387	Nanki-shirahama	JP	9
3388	Kohnan	JP	9
3389	Obihiro	JP	9
3390	Sapporo	JP	9
3391	Hakodate	JP	9
3392	Chitose	JP	9
3393	Memanbetsu	JP	9
3394	Nakashibetsu	JP	9
3395	Tokachi	JP	9
3396	Wakkanai	JP	9
3397	Iki	JP	9
3398	Yamaguchi	JP	9
3399	Tsushima	JP	9
3400	Monbetsu	JP	9
3401	Asahikawa	JP	9
3402	Okushiri	JP	9
3403	Rishiri Island	JP	9
3404	Ashiya	JP	9
3405	Yakushima	JP	9
3406	Fukue	JP	9
3407	Fukuoka	JP	9
3408	Tanegashima	JP	9
3409	Kagoshima	JP	9
3410	Miyazaki	JP	9
3411	Nyutabaru	JP	9
3412	Oita	JP	9
3413	Kitakyushu	JP	9
3414	Kumamoto	JP	9
3415	Nagasaki	JP	9
3416	Kanoya	JP	9
3417	Tsuiki	JP	9
3418	Amami	JP	9
3419	Okierabu	JP	9
3420	Tokunoshima	JP	9
3421	Fukui	JP	9
3422	Gifu	JP	9
3423	Hamamatsu	JP	9
3424	Kanazawa	JP	9
3425	Oki Island	JP	9
3426	Toyama	JP	9
3427	Yaizu	JP	9
3428	Hiroshima	JP	9
3429	Okayama	JP	9
3430	Izumo	JP	9
3431	Hofu	JP	9
3432	Miho	JP	9
3433	Kochi	JP	9
3434	Matsuyama	JP	9
3435	Osaka	JP	9
3436	Tottori	JP	9
3437	Tokushima	JP	9
3438	Takamatsu	JP	9
3440	Ozuki	JP	9
3441	Aomori	JP	9
3442	Yamagata	JP	9
3443	Sado	JP	9
3444	Hachinoe	JP	9
3445	Hanamaki	JP	9
3446	Akita	JP	9
3447	Misawa	JP	9
3448	Sendai	JP	9
3449	Matsushima	JP	9
3450	Atsugi	JP	9
3451	Tateyama	JP	9
3452	Hachijojima	JP	9
3453	Iruma	JP	9
3454	Kisarazu	JP	9
3455	Shimofusa	JP	9
3456	Oshima	JP	9
3457	Zama	JP	9
3459	Yokota	JP	9
3460	Okinawa	JP	9
3461	Iejima	JP	9
3462	Kadena	JP	9
3463	Ishigaki	JP	9
3464	Kumejima	JP	9
3465	Minami Daito	JP	9
3466	Miyako	JP	9
3467	Kitadaito	JP	9
3468	Shimojishima	JP	9
3469	Tarama	JP	9
3470	Yoron	JP	9
3471	Yonaguni Jima	JP	9
3472	Wajima	JP	9
3473	Nagoya	JP	9
3474	Kobe	JP	9
3476	Niigata	JP	9
3477	Kushiro	JP	9
3479	Saga	JP	9
3481	Iwami	JP	9
3482	Fukushima	JP	9
3483	Odate Noshiro	JP	9
3484	Shonai	JP	9
3485	Miyakejima	JP	9
3486	Niijima	JP	9
3487	Toyooka	JP	9
3488	Amakusa	JP	9
3489	Kikai	JP	9
3490	Aguni	JP	9
3492	Akeno	JP	9
3493	Kerama	JP	9
3494	Shin-kamigoto	JP	9
3495	Odika	JP	9
3497	Taketomi	JP	9
3501	Kwangju	KR	9
3502	Jhunju	KR	9
3503	Yeosu	KR	9
3504	Sokch'o	KR	9
3505	Kangnung	KR	9
3506	Cheju	KR	9
3507	Chinhae	KR	9
3508	Busan	KR	9
3509	Ulsan	KR	9
3510	Pyongtaek	KR	9
3511	Seoul East	KR	9
3512	Osan	KR	9
3513	Seoul	KR	9
3514	Suwon	KR	9
3515	Pohang	KR	9
3516	Taegu	KR	9
3517	Yechon	KR	9
3519	Muan	KR	9
3520	Kunsan	KR	9
3521	Mokpo	KR	9
3522	Wonju	KR	9
3523	Sokcho / Gangneung	KR	9
3524	Sacheon	KR	9
3525	Chongju	KR	9
3526	Seogwipo	KR	9
3527	Seosan	KR	9
3528	Ulleung	KR	9
3530	Manila	PH	8
3531	Cotabato	PH	8
3532	Ladag	PH	8
3533	Pagadian	PH	8
3534	Romblon	PH	8
3535	Zamboanga	PH	8
3536	Baguio	PH	8
3537	Daet	PH	8
3538	Floridablanca	PH	8
3539	Lingayen	PH	8
3541	Lipa	PH	8
3542	Mamburao	PH	8
3543	Vigan	PH	8
3544	Baler	PH	8
3545	Bagabag	PH	8
3546	Tacloban	PH	8
3547	Bacolod	PH	8
3548	Dumaguete	PH	8
3549	Caticlan	PH	8
3550	Guiuan	PH	8
3551	Iloilo	PH	8
3552	Kalibo	PH	8
3553	Puerto Princesa	PH	8
3555	Tagbilaran	PH	8
3556	Davao	PH	8
3557	Angeles City	PH	8
3558	Busuanga	PH	8
3559	Butuan	PH	8
3560	Dipolog	PH	8
3561	Laoag	PH	8
3562	Legazpi	PH	8
3563	Ozamis	PH	8
3564	Cebu	PH	8
3565	Olongapo City	PH	8
3566	Cuyo	PH	8
3567	General Santos City	PH	8
3568	Camiguin	PH	8
3569	Jolo	PH	8
3570	Sanga Sanga	PH	8
3571	Sangley Point	PH	8
3572	Tandag	PH	8
3573	Naga	PH	8
3574	Basco	PH	8
3575	San Fernando	PH	8
3576	Tuguegarao	PH	8
3577	Virac	PH	8
3578	Calbayog City	PH	8
3579	Catarman	PH	8
3580	Masbate	PH	8
3581	Roxas City	PH	8
3582	Ormoc City	PH	8
3583	Cauayan	PH	8
3585	Gasan	PH	8
3586	Siargao	PH	8
3587	Borongan	PH	8
3588	Lubang	PH	8
3589	Taytay	PH	8
3590	Siquijor	PH	8
3594	Concordia	AR	-3
3595	Gualeguaychu	AR	-3
3596	Junin	AR	-3
3597	Parana	AR	-3
3598	Rosario	AR	-3
3599	Santa Fe	AR	-3
3602	Gobernador Gordillo	AR	-3
3604	Jose C. Paz	AR	-3
3605	La Plata	AR	-3
3606	Moron	AR	-3
3607	El Palomar	AR	-3
3608	Chosmadal	AR	-3
3609	Fuerte Gral Roca	AR	-3
3610	Mendoza	AR	-3
3611	Malargue	AR	-3
3612	San Rafael	AR	-3
3613	Catamarca	AR	-3
3614	Santiago Del Estero	AR	-3
3615	Tinogasta	AR	-3
3616	La Rioja	AR	-3
3617	Chilecito	AR	-3
3618	Tucuman	AR	-3
3619	San Julian	AR	-3
3620	Rio Cuarto	AR	-3
3621	Villa Dolores	AR	-3
3622	Laboulaye	AR	-3
3623	Marcos Juarez	AR	-3
3624	Villa Reynolds	AR	-3
3626	Corrientes	AR	-3
3627	Resistencia	AR	-3
3628	Formosa	AR	-3
3629	Iguazu Falls	AR	-3
3630	Paso De Los Libres	AR	-3
3631	Monte Caseros	AR	-3
3632	Posadas	AR	-3
3633	Salta	AR	-3
3634	Jujuy	AR	-3
3636	La Quiaca	AR	-3
3637	El Dorado	AR	-3
3638	Goya	AR	-3
3639	Obera	AR	-3
3640	Reconquista	AR	-3
3641	Curuzu Cuatia	AR	-3
3642	El Bolson	AR	-3
3643	Comodoro Rivadavia	AR	-3
3644	Esquel	AR	-3
3645	Trelew	AR	-3
3646	Viedma	AR	-3
3647	Puerto Madryn	AR	-3
3648	Puerto Deseado	AR	-3
3649	Rio Grande	AR	-3
3650	Rio Gallegos	AR	-3
3651	Ushuaia	AR	-3
3653	Perito Moreno	AR	-3
3654	Santa Cruz	AR	-3
3655	Bahia Blanca	AR	-3
3656	Colonel Suarez	AR	-3
3657	Olavarria	AR	-3
3658	General Pico	AR	-3
3659	Tres Arroyos	AR	-3
3660	Bolivar	AR	-3
3661	Mar Del Plata	AR	-3
3662	Neuquen	AR	-3
3663	Pehuajo	AR	-3
3664	Santa Rosa	AR	-3
3665	San Carlos De Bariloche	AR	-3
3666	Tandil	AR	-3
3667	Villa Gesell	AR	-3
3668	Cutralco	AR	-3
3669	San Martin Des Andes	AR	-3
3671	El Calafate	AR	-3
3672	Tartagal	AR	-3
3673	Las Heras	AR	-3
3674	San Antonio Oeste	AR	-3
3676	Gobernador Gregores	AR	-3
3677	Santa Teresita	AR	-3
3678	Necochea	AR	-3
3679	ZAPALA	AR	-3
3680	Rincon de los Sauces	AR	-3
3681	Sierra Grande	AR	-3
3682	Ingeniero Jacobacci	AR	-3
3683	Alto Rio Senguer	AR	-3
3684	Jose de San Martin	AR	-3
3685	Rio Hondo	AR	-3
3686	Tolhuin	AR	-3
3688	Conceicao Do Araguaia	BR	-3
3689	Rio De Janeiro	BR	-3
3690	Amapa	BR	-3
3691	Araracuara	BR	-3
3692	Aracaju	BR	-3
3693	Alta Floresta	BR	-4
3694	Aracatuba	BR	-3
3695	Belem	BR	-3
3696	Bage	BR	-3
3697	Belo Horizonte	BR	-3
3698	Curitiba	BR	-3
3699	Barbacena	BR	-3
3700	Brasilia	BR	-3
3701	Bauru	BR	-3
3703	Barra Do Garcas	BR	-4
3704	Cascavel	BR	-3
3705	Itaituba	BR	-3
3707	Campo Grande	BR	-4
3708	Chapeco	BR	-3
3709	Carolina	BR	-3
3710	Criciuma	BR	-3
3711	Porto Alegre	BR	-3
3712	Campos	BR	-3
3713	Corumba	BR	-4
3715	Caravelas	BR	-3
3716	Caxias Do Sul	BR	-3
3717	Cuiaba	BR	-4
3718	Cruzeiro do Sul	BR	-5
3719	President Prudente	BR	-3
3720	Manaus	BR	-4
3721	Jacare-acanga	BR	-3
3722	Sao Pedro Da Aldeia	BR	-3
3723	Foz Do Iguacu	BR	-3
3724	Florianopolis	BR	-3
3725	Fernando Do Noronha	BR	-3
3726	Alpinopolis	BR	-3
3727	Fortaleza	BR	-3
3729	Guajara-mirim	BR	-4
3730	Goiania	BR	-3
3731	Macae	BR	-3
3732	Sao Paulo	BR	-3
3733	Guaratingueta	BR	-3
3734	Altamira	BR	-3
3737	Ilheus	BR	-3
3738	Ipatinga	BR	-3
3739	Itumbiara	BR	-3
3740	Imperatriz	BR	-3
3742	Juiz De Fora	BR	-3
3743	Joao Pessoa	BR	-3
3744	Joinville	BR	-3
3745	Campina Grande	BR	-3
3746	Campinas	BR	-3
3747	Lajes	BR	-3
3748	Lins	BR	-3
3749	Londrina	BR	-3
3750	Bom Jesus Da Lapa	BR	-3
3751	Lagoa Santa	BR	-3
3752	Maraba	BR	-3
3753	Almeirim	BR	-3
3754	Maringa	BR	-3
3755	Montes Claros	BR	-3
3757	Maceio	BR	-3
3758	Macapa	BR	-3
3759	Mocord	BR	-3
3761	Manicore	BR	-4
3762	Navegantes	BR	-3
3763	Santo Angelo	BR	-3
3764	Natal	BR	-3
3765	Oioiapoque	BR	-3
3767	Parnaiba	BR	-3
3768	Pocos De Caldas	BR	-3
3769	Passo Fundo	BR	-3
3770	Pelotas	BR	-3
3771	Petrolina	BR	-3
3772	Porto Nacional	BR	-3
3773	Ponta Pora	BR	-4
3774	Porto Velho	BR	-4
3775	Rio Branco	BR	-5
3776	Recife	BR	-3
3778	Ribeirao Preto	BR	-3
3780	Sao Jose Dos Campos	BR	-3
3781	Sao Luis	BR	-3
3783	Sao Jose Do Rio Preto	BR	-3
3784	Santos	BR	-3
3785	Salvador	BR	-3
3786	Oriximina	BR	-3
3787	Teresina	BR	-3
3788	Tefe	BR	-4
3789	Tarauaca	BR	-5
3790	Telemaco Borba	BR	-3
3791	Obidos Tirios	BR	-3
3792	Tabatinga	BR	-4
3793	Tucurui	BR	-3
3794	Sao Gabriel	BR	-4
3795	Paulo Alfonso	BR	-3
3796	Uruguaiana	BR	-3
3797	Uberlandia	BR	-3
3798	Uberaba	BR	-3
3799	Varginha	BR	-3
3800	Vilhena	BR	-4
3802	Iauarete	BR	-4
3803	Piracununga	BR	-3
3804	Santarem	BR	-3
3805	Porto Seguro	BR	-3
3806	Iguatu	BR	-3
3807	Palmas	BR	-3
3808	Caldas Novas	BR	-3
3809	Juazeiro Do Norte	BR	-3
3810	Lençóis	BR	-3
3811	Macaé	BR	-3
3812	Marília	BR	-3
3813	Vitória Da Conquista	BR	-3
3814	Santa Maria	BR	-3
3815	Toledo	BR	-3
3816	Sorocaba	BR	-3
3817	Mucuri	BR	-3
3819	Ji-Paraná	BR	-4
3820	Erechim	BR	-3
3821	Governador Valadares	BR	-3
3823	Cabo Frio	BR	-3
3825	Gurupi	BR	-3
3826	Santana do Araguaia	BR	-3
3827	Breves	BR	-3
3828	Soure	BR	-3
3829	Parintins	BR	-4
3830	Barreiras	BR	-3
3831	Santa Terezinha	BR	-4
3832	Minacu	BR	-3
3833	Araguaina	BR	-3
3834	Novo Aripuana	BR	-4
3835	Lucas do Rio Verde	BR	-4
3836	Franca	BR	-3
3837	Dourados	BR	-4
3838	Labrea	BR	-4
3839	Rondonopolis	BR	-4
3840	Guarapuava	BR	-3
3841	Joacaba	BR	-3
3842	Rio Verde	BR	-3
3843	Araxa	BR	-3
3844	Maues	BR	-4
3845	Borba	BR	-4
3846	Coari	BR	-4
3847	Barcelos	BR	-4
3848	Diamantino	BR	-4
3849	Guanambi	BR	-3
3850	Maturaca	BR	-4
3851	Parauapebas	BR	-3
3852	Alcantara	BR	-3
3853	Valenca	BR	-3
3854	Caruaru	BR	-3
3855	Nova Iguacu	BR	-3
3856	BLUMENAU	BR	-3
3857	Juiz de Fora	BR	-3
3858	Patos de Minas	BR	-3
3860	Ourilandia do Norte	BR	-3
3861	Redencao	BR	-3
3862	Sao Felix do Xingu	BR	-3
3863	Bointo	BR	-4
3864	Sao Felix do Araguaia	BR	-4
3865	Cacador	BR	-3
3866	Carauari	BR	-4
3867	Porto Urucu	BR	-4
3868	Eirunepe	BR	-4
3870	Francisco Beltrao	BR	-3
3871	Confresa	BR	-4
3872	Umuarama	BR	-3
3873	Diamantina	BR	-3
3874	Fonte Boa	BR	-4
3875	Sao Paulo de Olivenca	BR	-4
3876	Humaita	BR	-4
3877	Santa Isabel do Rio Negro	BR	-4
3879	Una	BR	-3
3880	Morro de Sao Paulo	BR	-3
3881	Botucatu	BR	-3
3882	Anapolis	BR	-3
3883	Sao Carlos	BR	-3
3884	Braganca Paulista	BR	-3
3885	Americana	BR	-3
3886	Tres Lagoas	BR	-4
3887	Cacoal	BR	-4
3888	Pouso Alegre	BR	-3
3889	Divinopolis	BR	-3
3890	Guarapari	BR	-3
3891	Ubatuba	BR	-3
3892	Rio de Janeiro	BR	-3
3893	Paracatu	BR	-3
3894	Conselheiro Lafaiete	BR	-3
3895	Janauba	BR	-3
3896	Teofilo Otoni	BR	-3
3897	Muriae	BR	-3
3898	Paraty	BR	-3
3899	Buzios	BR	-3
3900	Angra dos Reis	BR	-3
3901	Itaperuna	BR	-3
3902	Marica	BR	-3
3903	Resende	BR	-3
3904	Saquarema	BR	-3
3905	Aripuana	BR	-4
3906	Juruena	BR	-4
3907	Juina	BR	-4
3908	Vila Rica	BR	-4
3909	Juara	BR	-4
3910	Caceres	BR	-4
3911	Chapada dos Guimaraes	BR	-4
3912	Tangara da Serra	BR	-4
3913	Canarana	BR	-4
3914	Vila Bela da Santissima Trindade 	BR	-4
3915	Sobral	BR	-3
3916	Arapiraca	BR	-3
3917	Floriano	BR	-3
3918	Picos	BR	-3
3919	Sao Miguel do Oeste	BR	-3
3922	Arica	CL	-4
3923	Balmaceda	CL	-4
3925	Chile Chico	CL	-4
3926	Calama	CL	-4
3927	Chillan	CL	-4
3928	Punta Arenas	CL	-4
3929	Coyhaique	CL	-4
3930	Iquique	CL	-4
3932	Antofagasta	CL	-4
3933	Porvenir	CL	-4
3934	Futaleufu	CL	-4
3935	Los Angeles	CL	-4
3936	Puerto Williams	CL	-4
3937	Concepcion	CL	-4
3938	Easter Island	CL	-6
3939	Osorno	CL	-4
3940	Vallenar	CL	-4
3941	Rancagua	CL	-4
3942	La Serena	CL	-4
3944	Temuco	CL	-4
3945	Puerto Montt	CL	-4
3946	Chaiten	CL	-4
3947	Valdivia	CL	-4
3948	Copiapo	CL	-4
3949	El Salvador	CL	-4
3950	Pucon	CL	-4
3951	Puerto Natales	CL	-4
3952	Vina del Mar	CL	-4
3953	Curico	CL	-4
3954	Isla San Felix	CL	-4
3955	San Juan Bautista	CL	-4
3956	Caldera	CL	-4
3957	San Pedro de Atacama	CL	-4
3958	Castro	CL	-4
3966	Ambato	EC	-5
3967	Clementia	EC	-5
3968	Coca	EC	-5
3969	Cuenca	EC	-5
3970	Galapagos	EC	-6
3971	Guayaquil	EC	-5
3972	Gualaquiza	EC	-5
3973	Ibarra	EC	-5
3974	Km-192	EC	-5
3975	La Julia	EC	-5
3976	Latacunga	EC	-5
3977	Macara	EC	-5
3978	Macas	EC	-5
3979	Machala	EC	-5
3980	Montalvo	EC	-5
3981	Manta	EC	-5
3982	Maragrosa	EC	-5
3983	Pasaje	EC	-5
3984	Portoviejo	EC	-5
3985	Quevedo	EC	-5
3986	Quito	EC	-5
3987	Riobamba	EC	-5
3989	Salinas	EC	-5
3991	Taura	EC	-5
3992	Tena	EC	-5
3993	Tarapoa	EC	-5
3994	Tulcan	EC	-5
3995	San Cristóbal	EC	-6
3996	La Toma (Catamayo)	EC	-5
3997	Esmeraldas	EC	-5
3998	Isabela	EC	-6
3999	Tiputini	EC	-5
4000	Pastaza	EC	-5
4001	Asuncion	PY	-4
4002	Ayolas	PY	-4
4003	Conception	PY	-4
4004	Itaipu	PY	-4
4005	Mariscal Estigarribia	PY	-4
4006	Pilar	PY	-4
4007	Ciudad del Este	PY	-4
4008	Pedro Juan Caballero	PY	-4
4009	Armenia	CO	-5
4010	Puerto Asis	CO	-5
4011	El Banco	CO	-5
4012	Bucaramanga	CO	-5
4013	Bogota	CO	-5
4014	Barranquilla	CO	-5
4015	Bahia Solano	CO	-5
4016	Buenaventura	CO	-5
4017	Cucuta	CO	-5
4018	Cartagena	CO	-5
4019	Cali	CO	-5
4020	Tumaco	CO	-5
4021	Corozal	CO	-5
4022	Barrancabermeja	CO	-5
4023	Florencia	CO	-5
4024	Girardot	CO	-5
4025	Guapi	CO	-5
4026	Guaymaral	CO	-5
4027	Ibague	CO	-5
4028	Ipiales	CO	-5
4029	Carepa	CO	-5
4030	La Mina	CO	-5
4031	Leticia	CO	-5
4032	Medellin	CO	-5
4033	Magangue	CO	-5
4034	Monteria	CO	-5
4035	Mitu	CO	-5
4036	Manizales	CO	-5
4037	Neiva	CO	-5
4039	Otu	CO	-5
4040	Puerto Bolivar	CO	-5
4041	Puerto Carreno	CO	-5
4042	Pereira	CO	-5
4043	Pitalito	CO	-5
4044	Popayan	CO	-5
4045	Pasto	CO	-5
4046	Providencia	CO	-5
4047	Mariquita	CO	-5
4048	Rio Negro	CO	-5
4049	Rio Hacha	CO	-5
4050	San Jose Del Guaviare	CO	-5
4051	Santa Marta	CO	-5
4052	San Andres Island	CO	-5
4053	San Vincente De Caguan	CO	-5
4054	Tame	CO	-5
4055	Arauca	CO	-5
4056	Quibdo	CO	-5
4057	Tulua	CO	-5
4058	Valledupar	CO	-5
4059	Villavicencio	CO	-5
4060	Cartago	CO	-5
4061	Garzón	CO	-5
4062	Puerto Leguízamo	CO	-5
4063	La Pedrera	CO	-5
4064	Nuquí	CO	-5
4065	Puerto Inírida	CO	-5
4066	Yopal	CO	-5
4068	Acandi	CO	-5
4069	Saravena	CO	-5
4070	Villa Garzon	CO	-5
4071	El Bagre	CO	-5
4072	Caucasia	CO	-5
4073	Condoto	CO	-5
4074	Tolu	CO	-5
4075	Capurgana	CO	-5
4083	Bermejo	BO	-4
4084	Cochabamba	BO	-4
4085	Chapacura	BO	-4
4086	Cobija	BO	-4
4088	Oruro	BO	-4
4089	Potosi	BO	-4
4090	Puerto Suarez	BO	-4
4091	Santa Ana	BO	-4
4092	Sucre	BO	-4
4093	Tarija	BO	-4
4095	Villa Montes	BO	-4
4097	Yacuiba	BO	-4
4099	Guayaramerín	BO	-4
4100	Puerto Rico/Manuripi	BO	-4
4101	Riberalta	BO	-4
4102	Reyes	BO	-4
4103	San Borja	BO	-4
4104	Uyuni	BO	-4
4105	Copacabana	BO	-4
4106	Zandery	SR	-3
4107	Paramaribo	SR	-3
4108	Afobaka	SR	-3
4109	Alapadu	SR	-3
4110	Albina	SR	-3
4111	Drietabbetje	SR	-3
4112	Kabalebo	SR	-3
4113	Kayser	SR	-3
4114	Kwamelasemoetoe	SR	-3
4115	Moengo	SR	-3
4116	Nieuw Nickerie	SR	-3
4117	Paloemeu	SR	-3
4118	Sipaliwini	SR	-3
4119	Stoelmans Eiland	SR	-3
4120	Totness	SR	-3
4121	Wageningen	SR	-3
4122	Cayenne	GF	-3
4123	St.-georges Oyapock	GF	-3
4124	Saul	GF	-3
4125	Grand-Santi	GF	-3
4126	Maripasoula	GF	-3
4127	Saint-Laurent-du-Maroni	GF	-3
4128	Huancabamba	PE	-5
4129	Andoas	PE	-5
4130	Atalaya	PE	-5
4131	Iberia	PE	-5
4132	Pucallpa	PE	-5
4133	Chimbote	PE	-5
4134	Puerto Esperanza	PE	-5
4135	Moquegua	PE	-5
4136	Chiclayo	PE	-5
4137	Ayacucho	PE	-5
4138	Andahuaylas	PE	-5
4139	Anta	PE	-5
4140	Lima	PE	-5
4141	Juanjui	PE	-5
4142	Jauja	PE	-5
4143	Juliaca	PE	-5
4144	Ilo	PE	-5
4145	Las Palmas	PE	-5
4146	Tumbes	PE	-5
4147	Yurimaguas	PE	-5
4148	Collique	PE	-5
4149	Chachapoyas	PE	-5
4150	Iquitos	PE	-5
4151	Arequipa	PE	-5
4152	San Ramon	PE	-5
4154	Pisco	PE	-5
4155	Tarapoto	PE	-5
4156	Tacna	PE	-5
4157	Puerto Maldonado	PE	-5
4158	Piura	PE	-5
4159	Talara	PE	-5
4160	Cuzco	PE	-5
4161	Caballococha	PE	-5
4162	Cajamarca	PE	-5
4163	Huánuco	PE	-5
4164	Nazca	PE	-5
4165	Tocache	PE	-5
4167	Tingo Maria	PE	-5
4170	Montevideo	UY	-3
4171	Durazno	UY	-3
4173	Salto	UY	-3
4174	Maldonado	UY	-3
4175	Punta del Este	UY	-3
4176	Colonia	UY	-3
4177	Rivera	UY	-3
4178	Melo	UY	-3
4179	Paysandu	UY	-3
4180	Artigas 	UY	-3
4181	Acarigua	VE	-4
4182	Anaco	VE	-4
4183	San Fernando Deatabapo	VE	-4
4185	Barinas	VE	-4
4186	Maracaibo	VE	-4
4187	Barquisimeto	VE	-4
4188	Ciudad Bolivar	VE	-4
4189	Caicara De Orinoco	VE	-4
4191	Calabozo	VE	-4
4192	Canaima	VE	-4
